district_number,district_name,school_number,school_name,year,subgroup,denominator,percent_ca,percent_ca_previous,baseline_year
650,Morgan County Schools,15,Central High School,2018,English Learners,,*,*,
650,Morgan County Schools,15,Central High School,2018,Students with Disabilities,62,22.6,25.5,2017
650,Morgan County Schools,30,Coalfield School,2018,All Students,473,2.1,3.2,2017
650,Morgan County Schools,30,Coalfield School,2018,Black/Hispanic/Native,0,*,*,
650,Morgan County Schools,30,Coalfield School,2018,Economically Disadvantaged,162,3.7,4.4,2017
650,Morgan County Schools,30,Coalfield School,2018,English Learners,0,*,*,
650,Morgan County Schools,30,Coalfield School,2018,Students with Disabilities,77,1.3,3.3,2017
650,Morgan County Schools,55,Oakdale School,2018,All Students,484,1.4,4,2017
650,Morgan County Schools,55,Oakdale School,2018,Black/Hispanic/Native,0,*,*,
650,Morgan County Schools,55,Oakdale School,2018,Economically Disadvantaged,235,1.7,7.5,2017
650,Morgan County Schools,55,Oakdale School,2018,English Learners,0,*,*,
650,Morgan County Schools,55,Oakdale School,2018,Students with Disabilities,70,2.9,4,2017
650,Morgan County Schools,60,Petros Joyner Elementary,2018,All Students,155,9.0,17.6,2017
650,Morgan County Schools,60,Petros Joyner Elementary,2018,Black/Hispanic/Native,0,*,*,
650,Morgan County Schools,60,Petros Joyner Elementary,2018,Economically Disadvantaged,91,11.0,20,2017
650,Morgan County Schools,60,Petros Joyner Elementary,2018,English Learners,,*,*,
650,Morgan County Schools,60,Petros Joyner Elementary,2018,Students with Disabilities,0,*,*,
650,Morgan County Schools,70,Sunbright School,2018,All Students,508,4.3,6.1,2017
650,Morgan County Schools,70,Sunbright School,2018,Black/Hispanic/Native,0,*,*,
650,Morgan County Schools,70,Sunbright School,2018,Economically Disadvantaged,285,7.0,9.4,2017
650,Morgan County Schools,70,Sunbright School,2018,English Learners,0,*,*,
650,Morgan County Schools,70,Sunbright School,2018,Students with Disabilities,61,4.9,4.2,2017
660,Obion County Schools,0,,2018,All Students,3214,14.0,15.4,2017
660,Obion County Schools,0,,2018,Black/Hispanic/Native,365,15.6,18,2017
660,Obion County Schools,0,,2018,Economically Disadvantaged,1211,24.2,25.1,2017
660,Obion County Schools,0,,2018,English Learners,71,8.5,5.6,2017
660,Obion County Schools,0,,2018,Students with Disabilities,484,20.0,17.9,2017
660,Obion County Schools,7,Black Oak Elementary,2018,All Students,266,14.7,15.6,2017
660,Obion County Schools,7,Black Oak Elementary,2018,Black/Hispanic/Native,0,*,*,
660,Obion County Schools,7,Black Oak Elementary,2018,Economically Disadvantaged,121,21.5,21,2017
660,Obion County Schools,7,Black Oak Elementary,2018,English Learners,,*,*,
660,Obion County Schools,7,Black Oak Elementary,2018,Students with Disabilities,38,18.4,20,2017
660,Obion County Schools,12,Hillcrest Elementary,2018,All Students,538,11.9,12.5,2017
660,Obion County Schools,12,Hillcrest Elementary,2018,Black/Hispanic/Native,0,*,*,
660,Obion County Schools,12,Hillcrest Elementary,2018,Economically Disadvantaged,204,24.5,25.9,2017
660,Obion County Schools,12,Hillcrest Elementary,2018,English Learners,0,*,*,
660,Obion County Schools,12,Hillcrest Elementary,2018,Students with Disabilities,74,18.9,7.7,2017
660,Obion County Schools,26,Lake Road Elementary,2018,All Students,529,10.2,11.3,2017
660,Obion County Schools,26,Lake Road Elementary,2018,Black/Hispanic/Native,0,*,*,
660,Obion County Schools,26,Lake Road Elementary,2018,Economically Disadvantaged,191,20.9,21.9,2017
660,Obion County Schools,26,Lake Road Elementary,2018,English Learners,,*,*,
660,Obion County Schools,26,Lake Road Elementary,2018,Students with Disabilities,88,14.8,14,2017
660,Obion County Schools,35,Obion County Central High School,2018,All Students,865,21.0,24.7,2017
660,Obion County Schools,35,Obion County Central High School,2018,Black/Hispanic/Native,86,22.1,31.7,2017
660,Obion County Schools,35,Obion County Central High School,2018,Economically Disadvantaged,264,40.9,42.4,2017
660,Obion County Schools,35,Obion County Central High School,2018,English Learners,0,*,*,
660,Obion County Schools,35,Obion County Central High School,2018,Students with Disabilities,126,29.4,29.7,2017
660,Obion County Schools,38,Ridgemont Elementary,2018,All Students,344,9.9,9,2017
660,Obion County Schools,38,Ridgemont Elementary,2018,Black/Hispanic/Native,121,9.9,9.2,2017
660,Obion County Schools,38,Ridgemont Elementary,2018,Economically Disadvantaged,167,13.2,12.6,2017
660,Obion County Schools,38,Ridgemont Elementary,2018,English Learners,61,9.8,5.1,2017
660,Obion County Schools,38,Ridgemont Elementary,2018,Students with Disabilities,63,11.1,7.7,2017
660,Obion County Schools,45,South Fulton Elementary,2018,All Students,313,9.6,10.4,2017
660,Obion County Schools,45,South Fulton Elementary,2018,Black/Hispanic/Native,49,16.3,19.1,2017
660,Obion County Schools,45,South Fulton Elementary,2018,Economically Disadvantaged,130,13.8,16.2,2017
660,Obion County Schools,45,South Fulton Elementary,2018,English Learners,,*,*,
660,Obion County Schools,45,South Fulton Elementary,2018,Students with Disabilities,52,17.3,10.2,2017
660,Obion County Schools,50,South Fulton Middle / High School,2018,All Students,360,13.3,15,2017
660,Obion County Schools,50,South Fulton Middle / High School,2018,Black/Hispanic/Native,62,14.5,18.8,2017
660,Obion County Schools,50,South Fulton Middle / High School,2018,Economically Disadvantaged,132,20.5,22.8,2017
660,Obion County Schools,50,South Fulton Middle / High School,2018,English Learners,,*,*,
660,Obion County Schools,50,South Fulton Middle / High School,2018,Students with Disabilities,44,25.0,31.9,2017
661,Union City Schools,0,,2018,All Students,1605,5.4,9.1,2017
661,Union City Schools,0,,2018,Black/Hispanic/Native,831,5.8,10.1,2017
661,Union City Schools,0,,2018,Economically Disadvantaged,665,8.7,14.6,2017
661,Union City Schools,0,,2018,English Learners,66,3.0,7.6,2017
661,Union City Schools,0,,2018,Students with Disabilities,200,12.0,13.2,2017
661,Union City Schools,10,Union City Elementary School,2018,All Students,801,6.6,8.8,2017
661,Union City Schools,10,Union City Elementary School,2018,Black/Hispanic/Native,459,7.0,8.2,2017
661,Union City Schools,10,Union City Elementary School,2018,Economically Disadvantaged,398,9.3,13.7,2017
661,Union City Schools,10,Union City Elementary School,2018,English Learners,55,3.6,8.8,2017
661,Union City Schools,10,Union City Elementary School,2018,Students with Disabilities,99,16.2,13.2,2017
661,Union City Schools,12,Union City Middle School,2018,All Students,360,5.3,7.5,2017
661,Union City Schools,12,Union City Middle School,2018,Black/Hispanic/Native,179,3.9,7.9,2017
661,Union City Schools,12,Union City Middle School,2018,Economically Disadvantaged,141,9.2,13.8,2017
661,Union City Schools,12,Union City Middle School,2018,English Learners,0,*,*,
661,Union City Schools,12,Union City Middle School,2018,Students with Disabilities,46,8.7,3.1,2017
661,Union City Schools,15,Union City High School,2018,All Students,444,3.2,11.1,2017
661,Union City Schools,15,Union City High School,2018,Black/Hispanic/Native,193,4.7,16,2017
661,Union City Schools,15,Union City High School,2018,Economically Disadvantaged,126,6.3,18.2,2017
661,Union City Schools,15,Union City High School,2018,English Learners,0,*,*,
661,Union City Schools,15,Union City High School,2018,Students with Disabilities,55,7.3,*,
670,Overton County Schools,0,,2018,All Students,3013,12.9,11,2017
670,Overton County Schools,0,,2018,Black/Hispanic/Native,86,12.8,16.9,2017
670,Overton County Schools,0,,2018,Economically Disadvantaged,914,20.2,17.9,2017
670,Overton County Schools,0,,2018,English Learners,7,*,*,
670,Overton County Schools,0,,2018,Students with Disabilities,431,20.6,18.8,2017
670,Overton County Schools,5,Allons Elementary,2018,All Students,326,11.7,12.9,2017
670,Overton County Schools,5,Allons Elementary,2018,Black/Hispanic/Native,0,*,*,
670,Overton County Schools,5,Allons Elementary,2018,Economically Disadvantaged,120,21.7,23.2,2017
670,Overton County Schools,5,Allons Elementary,2018,English Learners,0,*,*,
670,Overton County Schools,5,Allons Elementary,2018,Students with Disabilities,44,18.2,21.1,2017
670,Overton County Schools,20,Hilham Elementary,2018,All Students,274,6.6,7.3,2017
670,Overton County Schools,20,Hilham Elementary,2018,Black/Hispanic/Native,0,*,*,
670,Overton County Schools,20,Hilham Elementary,2018,Economically Disadvantaged,104,11.5,11.8,2017
670,Overton County Schools,20,Hilham Elementary,2018,English Learners,,*,*,
670,Overton County Schools,20,Hilham Elementary,2018,Students with Disabilities,0,*,*,
670,Overton County Schools,30,Livingston Academy,2018,All Students,871,19.7,15.7,2017
670,Overton County Schools,30,Livingston Academy,2018,Black/Hispanic/Native,0,*,*,
670,Overton County Schools,30,Livingston Academy,2018,Economically Disadvantaged,243,31.7,*,
670,Overton County Schools,30,Livingston Academy,2018,English Learners,0,*,*,
670,Overton County Schools,30,Livingston Academy,2018,Students with Disabilities,115,34.8,31.9,2017
670,Overton County Schools,35,Livingston Middle School,2018,All Students,321,14.6,11.5,2017
670,Overton County Schools,35,Livingston Middle School,2018,Black/Hispanic/Native,0,*,*,
670,Overton County Schools,35,Livingston Middle School,2018,Economically Disadvantaged,57,31.6,17.2,2017
670,Overton County Schools,35,Livingston Middle School,2018,English Learners,,*,*,
670,Overton County Schools,35,Livingston Middle School,2018,Students with Disabilities,56,21.4,11.4,2017
670,Overton County Schools,50,Rickman Elementary,2018,All Students,655,7.3,6.8,2017
670,Overton County Schools,50,Rickman Elementary,2018,Black/Hispanic/Native,31,3.2,*,
670,Overton County Schools,50,Rickman Elementary,2018,Economically Disadvantaged,202,11.9,*,
670,Overton County Schools,50,Rickman Elementary,2018,English Learners,0,*,*,
670,Overton County Schools,50,Rickman Elementary,2018,Students with Disabilities,67,9.0,12.5,2017
670,Overton County Schools,60,Wilson Elementary,2018,All Students,193,10.9,9.2,2017
670,Overton County Schools,60,Wilson Elementary,2018,Black/Hispanic/Native,0,*,*,
670,Overton County Schools,60,Wilson Elementary,2018,Economically Disadvantaged,83,14.5,16.7,2017
670,Overton County Schools,60,Wilson Elementary,2018,English Learners,,*,*,
670,Overton County Schools,60,Wilson Elementary,2018,Students with Disabilities,39,15.4,16.3,2017
670,Overton County Schools,65,A H Roberts Elementary,2018,All Students,369,12.7,9.8,2017
670,Overton County Schools,65,A H Roberts Elementary,2018,Black/Hispanic/Native,0,*,*,
670,Overton County Schools,65,A H Roberts Elementary,2018,Economically Disadvantaged,101,17.8,13.5,2017
670,Overton County Schools,65,A H Roberts Elementary,2018,English Learners,0,*,*,
670,Overton County Schools,65,A H Roberts Elementary,2018,Students with Disabilities,80,18.8,13.3,2017
680,Perry County Schools,0,,2018,All Students,1004,9.3,11,2017
680,Perry County Schools,0,,2018,Black/Hispanic/Native,74,12.2,11.8,2017
680,Perry County Schools,0,,2018,Economically Disadvantaged,378,15.1,15.5,2017
680,Perry County Schools,0,,2018,English Learners,1,*,*,
680,Perry County Schools,0,,2018,Students with Disabilities,187,11.2,13.4,2017
680,Perry County Schools,15,Linden Elementary,2018,All Students,278,7.9,9.5,2017
680,Perry County Schools,15,Linden Elementary,2018,Black/Hispanic/Native,0,*,*,
680,Perry County Schools,15,Linden Elementary,2018,Economically Disadvantaged,101,13.9,9,2017
680,Perry County Schools,15,Linden Elementary,2018,English Learners,,*,*,
680,Perry County Schools,15,Linden Elementary,2018,Students with Disabilities,75,13.3,12.3,2017
680,Perry County Schools,20,Lobelville Elementary,2018,All Students,186,5.4,7.4,2017
680,Perry County Schools,20,Lobelville Elementary,2018,Black/Hispanic/Native,0,*,*,
680,Perry County Schools,20,Lobelville Elementary,2018,Economically Disadvantaged,82,11.0,12,2017
680,Perry County Schools,20,Lobelville Elementary,2018,English Learners,,*,*,
680,Perry County Schools,20,Lobelville Elementary,2018,Students with Disabilities,31,9.7,6.7,2017
680,Perry County Schools,25,Linden Middle School,2018,All Students,227,8.4,9.7,2017
680,Perry County Schools,25,Linden Middle School,2018,Black/Hispanic/Native,0,*,*,
680,Perry County Schools,25,Linden Middle School,2018,Economically Disadvantaged,95,14.7,15.4,2017
680,Perry County Schools,25,Linden Middle School,2018,English Learners,,*,*,
680,Perry County Schools,25,Linden Middle School,2018,Students with Disabilities,34,2.9,8.3,2017
680,Perry County Schools,27,Perry County High School,2018,All Students,315,13.3,15.1,2017
680,Perry County Schools,27,Perry County High School,2018,Black/Hispanic/Native,0,*,*,
680,Perry County Schools,27,Perry County High School,2018,Economically Disadvantaged,103,20.4,25,2017
680,Perry County Schools,27,Perry County High School,2018,English Learners,,*,*,
680,Perry County Schools,27,Perry County High School,2018,Students with Disabilities,47,14.9,25,2017
690,Pickett County Schools,0,,2018,All Students,647,12.7,15.6,2017
690,Pickett County Schools,0,,2018,Black/Hispanic/Native,15,0,10.5,2017
690,Pickett County Schools,0,,2018,Economically Disadvantaged,182,25.8,27.5,2017
690,Pickett County Schools,0,,2018,English Learners,,*,*,
690,Pickett County Schools,0,,2018,Students with Disabilities,92,23.9,28.9,2017
690,Pickett County Schools,5,Pickett Co High School,2018,All Students,205,12.2,19,2017
690,Pickett County Schools,5,Pickett Co High School,2018,Black/Hispanic/Native,0,*,*,
690,Pickett County Schools,5,Pickett Co High School,2018,Economically Disadvantaged,32,21.9,30.8,2017
690,Pickett County Schools,5,Pickett Co High School,2018,English Learners,,*,*,
690,Pickett County Schools,5,Pickett Co High School,2018,Students with Disabilities,0,*,*,
690,Pickett County Schools,10,Pickett County Elementary,2018,All Students,442,12.9,13.8,2017
690,Pickett County Schools,10,Pickett County Elementary,2018,Black/Hispanic/Native,0,*,*,
690,Pickett County Schools,10,Pickett County Elementary,2018,Economically Disadvantaged,150,26.7,26.5,2017
690,Pickett County Schools,10,Pickett County Elementary,2018,English Learners,,*,*,
690,Pickett County Schools,10,Pickett County Elementary,2018,Students with Disabilities,74,23.0,28.8,2017
700,Polk County Schools,0,,2018,All Students,2266,16.3,14.7,2017
700,Polk County Schools,0,,2018,Black/Hispanic/Native,87,19.5,16.3,2017
700,Polk County Schools,0,,2018,Economically Disadvantaged,804,26.1,21.4,2017
700,Polk County Schools,0,,2018,English Learners,6,*,*,
700,Polk County Schools,0,,2018,Students with Disabilities,346,24.3,23.2,2017
700,Polk County Schools,5,Benton Elementary,2018,All Students,391,20.2,19.8,2017
700,Polk County Schools,5,Benton Elementary,2018,Black/Hispanic/Native,0,*,*,
700,Polk County Schools,5,Benton Elementary,2018,Economically Disadvantaged,169,33.7,26,2017
700,Polk County Schools,5,Benton Elementary,2018,English Learners,,*,*,
700,Polk County Schools,5,Benton Elementary,2018,Students with Disabilities,62,35.5,21.1,2017
700,Polk County Schools,10,Copper Basin Elementary School,2018,All Students,296,15.2,19,2017
700,Polk County Schools,10,Copper Basin Elementary School,2018,Black/Hispanic/Native,0,*,*,
700,Polk County Schools,10,Copper Basin Elementary School,2018,Economically Disadvantaged,111,23.4,28.1,2017
700,Polk County Schools,10,Copper Basin Elementary School,2018,English Learners,,*,*,
700,Polk County Schools,10,Copper Basin Elementary School,2018,Students with Disabilities,61,19.7,29.2,2017
700,Polk County Schools,15,Copper Basin High School,2018,All Students,333,11.7,10.8,2017
700,Polk County Schools,15,Copper Basin High School,2018,Black/Hispanic/Native,0,*,*,
700,Polk County Schools,15,Copper Basin High School,2018,Economically Disadvantaged,106,16.0,19.6,2017
700,Polk County Schools,15,Copper Basin High School,2018,English Learners,,*,*,
700,Polk County Schools,15,Copper Basin High School,2018,Students with Disabilities,62,19.4,12,2017
700,Polk County Schools,50,Chilhowee Middle School,2018,All Students,384,16.1,13.4,2017
700,Polk County Schools,50,Chilhowee Middle School,2018,Black/Hispanic/Native,0,*,*,
700,Polk County Schools,50,Chilhowee Middle School,2018,Economically Disadvantaged,135,26.7,15.5,2017
700,Polk County Schools,50,Chilhowee Middle School,2018,English Learners,,*,*,
700,Polk County Schools,50,Chilhowee Middle School,2018,Students with Disabilities,43,25.6,25,2017
700,Polk County Schools,53,Polk County High School,2018,All Students,565,17.7,13.4,2017
700,Polk County Schools,53,Polk County High School,2018,Black/Hispanic/Native,0,*,*,
700,Polk County Schools,53,Polk County High School,2018,Economically Disadvantaged,163,29.4,23.7,2017
700,Polk County Schools,53,Polk County High School,2018,English Learners,0,*,*,
700,Polk County Schools,53,Polk County High School,2018,Students with Disabilities,69,18.8,21,2017
700,Polk County Schools,57,South Polk Elementary,2018,All Students,297,14.8,11,2017
700,Polk County Schools,57,South Polk Elementary,2018,Black/Hispanic/Native,0,*,*,
700,Polk County Schools,57,South Polk Elementary,2018,Economically Disadvantaged,119,21.0,10.8,2017
700,Polk County Schools,57,South Polk Elementary,2018,English Learners,0,*,*,
700,Polk County Schools,57,South Polk Elementary,2018,Students with Disabilities,49,28.6,31,2017
710,Putnam County School System,0,,2018,All Students,11036,12.7,10,2017
710,Putnam County School System,0,,2018,Black/Hispanic/Native,2069,12.2,9.5,2017
710,Putnam County School System,0,,2018,Economically Disadvantaged,3975,20.2,16.6,2017
710,Putnam County School System,0,,2018,English Learners,726,6.1,4.1,2017
710,Putnam County School System,0,,2018,Students with Disabilities,1733,19.8,15.7,2017
710,Putnam County School System,5,Algood Elementary,2018,All Students,557,9.5,4.5,2017
710,Putnam County School System,5,Algood Elementary,2018,Black/Hispanic/Native,64,15.6,7.9,2017
710,Putnam County School System,5,Algood Elementary,2018,Economically Disadvantaged,195,16.4,9.1,2017
710,Putnam County School System,5,Algood Elementary,2018,English Learners,0,*,*,
710,Putnam County School System,5,Algood Elementary,2018,Students with Disabilities,99,14.1,5.9,2017
710,Putnam County School System,6,VITAL:  Upper Cumberland e-Learning Network,2018,All Students,,*,*,
710,Putnam County School System,6,VITAL:  Upper Cumberland e-Learning Network,2018,Black/Hispanic/Native,,*,*,
710,Putnam County School System,6,VITAL:  Upper Cumberland e-Learning Network,2018,Economically Disadvantaged,,*,*,
710,Putnam County School System,6,VITAL:  Upper Cumberland e-Learning Network,2018,English Learners,,*,*,
710,Putnam County School System,6,VITAL:  Upper Cumberland e-Learning Network,2018,Students with Disabilities,,*,*,
710,Putnam County School System,8,Algood Middle School,2018,All Students,749,14.8,9.2,2017
710,Putnam County School System,8,Algood Middle School,2018,Black/Hispanic/Native,144,12.5,7.1,2017
710,Putnam County School System,8,Algood Middle School,2018,Economically Disadvantaged,244,24.2,16.7,2017
710,Putnam County School System,8,Algood Middle School,2018,English Learners,42,9.5,4,2017
710,Putnam County School System,8,Algood Middle School,2018,Students with Disabilities,132,23.5,15.1,2017
710,Putnam County School System,15,Cornerstone Elementary,2018,All Students,334,11.4,8.3,2017
710,Putnam County School System,15,Cornerstone Elementary,2018,Black/Hispanic/Native,0,*,*,
710,Putnam County School System,15,Cornerstone Elementary,2018,Economically Disadvantaged,140,17.9,11.4,2017
710,Putnam County School System,15,Cornerstone Elementary,2018,English Learners,0,*,*,
710,Putnam County School System,15,Cornerstone Elementary,2018,Students with Disabilities,50,30.0,17.3,2017
710,Putnam County School System,17,Baxter Primary,2018,All Students,,*,*,
710,Putnam County School System,17,Baxter Primary,2018,Black/Hispanic/Native,,*,*,
710,Putnam County School System,17,Baxter Primary,2018,Economically Disadvantaged,,*,*,
710,Putnam County School System,17,Baxter Primary,2018,English Learners,,*,*,
710,Putnam County School System,17,Baxter Primary,2018,Students with Disabilities,,*,*,
710,Putnam County School System,25,Burks Elementary,2018,All Students,478,10.9,5.5,2017
710,Putnam County School System,25,Burks Elementary,2018,Black/Hispanic/Native,166,6.0,2,2017
710,Putnam County School System,25,Burks Elementary,2018,Economically Disadvantaged,282,13.1,8.9,2017
710,Putnam County School System,25,Burks Elementary,2018,English Learners,87,2.3,1,2017
710,Putnam County School System,25,Burks Elementary,2018,Students with Disabilities,88,13.6,4.5,2017
710,Putnam County School System,30,Cane Creek Elementary,2018,All Students,389,9.3,6.4,2017
710,Putnam County School System,30,Cane Creek Elementary,2018,Black/Hispanic/Native,54,5.6,4,2017
710,Putnam County School System,30,Cane Creek Elementary,2018,Economically Disadvantaged,182,13.7,9.3,2017
710,Putnam County School System,30,Cane Creek Elementary,2018,English Learners,0,*,*,
710,Putnam County School System,30,Cane Creek Elementary,2018,Students with Disabilities,74,20.3,10.9,2017
710,Putnam County School System,35,Capshaw Elementary,2018,All Students,507,5.7,4.5,2017
710,Putnam County School System,35,Capshaw Elementary,2018,Black/Hispanic/Native,39,5.1,9.8,2017
710,Putnam County School System,35,Capshaw Elementary,2018,Economically Disadvantaged,114,11.4,9.4,2017
710,Putnam County School System,35,Capshaw Elementary,2018,English Learners,0,*,*,
710,Putnam County School System,35,Capshaw Elementary,2018,Students with Disabilities,54,3.7,9.3,2017
710,Putnam County School System,37,Cookeville High School,2018,All Students,2235,15.3,12.2,2017
710,Putnam County School System,37,Cookeville High School,2018,Black/Hispanic/Native,455,20.4,16,2017
710,Putnam County School System,37,Cookeville High School,2018,Economically Disadvantaged,593,27.5,24.2,2017
710,Putnam County School System,37,Cookeville High School,2018,English Learners,115,13.9,13.7,2017
710,Putnam County School System,37,Cookeville High School,2018,Students with Disabilities,302,22.5,21.2,2017
710,Putnam County School System,50,Jere Whitson Elementary,2018,All Students,289,7.6,5.5,2017
710,Putnam County School System,50,Jere Whitson Elementary,2018,Black/Hispanic/Native,207,4.8,2.2,2017
710,Putnam County School System,50,Jere Whitson Elementary,2018,Economically Disadvantaged,193,8.3,5.6,2017
710,Putnam County School System,50,Jere Whitson Elementary,2018,English Learners,133,3.8,1.5,2017
710,Putnam County School System,50,Jere Whitson Elementary,2018,Students with Disabilities,0,*,*,
710,Putnam County School System,55,Monterey High School,2018,All Students,534,14.0,12.8,2017
710,Putnam County School System,55,Monterey High School,2018,Black/Hispanic/Native,142,9.2,9.4,2017
710,Putnam County School System,55,Monterey High School,2018,Economically Disadvantaged,231,22.9,19.6,2017
710,Putnam County School System,55,Monterey High School,2018,English Learners,48,10.4,7.3,2017
710,Putnam County School System,55,Monterey High School,2018,Students with Disabilities,135,23.0,17.6,2017
710,Putnam County School System,57,Northeast Elementary,2018,All Students,369,7.0,4.4,2017
710,Putnam County School System,57,Northeast Elementary,2018,Black/Hispanic/Native,95,7.4,3.3,2017
710,Putnam County School System,57,Northeast Elementary,2018,Economically Disadvantaged,169,11.8,6.6,2017
710,Putnam County School System,57,Northeast Elementary,2018,English Learners,64,4.7,3.5,2017
710,Putnam County School System,57,Northeast Elementary,2018,Students with Disabilities,43,7.0,2.5,2017
710,Putnam County School System,60,Park View Elementary,2018,All Students,348,14.1,9.3,2017
710,Putnam County School System,60,Park View Elementary,2018,Black/Hispanic/Native,94,6.4,8.9,2017
710,Putnam County School System,60,Park View Elementary,2018,Economically Disadvantaged,182,15.9,12.3,2017
710,Putnam County School System,60,Park View Elementary,2018,English Learners,31,0,0,2017
710,Putnam County School System,60,Park View Elementary,2018,Students with Disabilities,71,12.7,12.3,2017
710,Putnam County School System,65,Avery Trace Middle School,2018,All Students,848,11.0,9.8,2017
710,Putnam County School System,65,Avery Trace Middle School,2018,Black/Hispanic/Native,214,9.3,10.2,2017
710,Putnam County School System,65,Avery Trace Middle School,2018,Economically Disadvantaged,318,16.7,15.5,2017
710,Putnam County School System,65,Avery Trace Middle School,2018,English Learners,61,4.9,6.5,2017
710,Putnam County School System,65,Avery Trace Middle School,2018,Students with Disabilities,113,15.0,13.1,2017
710,Putnam County School System,70,Sycamore Elementary,2018,All Students,305,9.2,7.3,2017
710,Putnam County School System,70,Sycamore Elementary,2018,Black/Hispanic/Native,59,13.6,10.5,2017
710,Putnam County School System,70,Sycamore Elementary,2018,Economically Disadvantaged,144,13.9,11.1,2017
710,Putnam County School System,70,Sycamore Elementary,2018,English Learners,0,*,*,
710,Putnam County School System,70,Sycamore Elementary,2018,Students with Disabilities,59,15.3,9.4,2017
710,Putnam County School System,90,Upperman High School,2018,All Students,704,18.9,17.8,2017
710,Putnam County School System,90,Upperman High School,2018,Black/Hispanic/Native,47,17.0,17.5,2017
710,Putnam County School System,90,Upperman High School,2018,Economically Disadvantaged,186,32.3,32.4,2017
710,Putnam County School System,90,Upperman High School,2018,English Learners,0,*,*,
710,Putnam County School System,90,Upperman High School,2018,Students with Disabilities,109,33.0,26.7,2017
710,Putnam County School System,95,Prescott South Elementary,2018,All Students,511,7.8,5.1,2017
710,Putnam County School System,95,Prescott South Elementary,2018,Black/Hispanic/Native,55,14.5,8,2017
710,Putnam County School System,95,Prescott South Elementary,2018,Economically Disadvantaged,157,17.2,12,2017
710,Putnam County School System,95,Prescott South Elementary,2018,English Learners,0,*,*,
710,Putnam County School System,95,Prescott South Elementary,2018,Students with Disabilities,84,10.7,10.8,2017
710,Putnam County School System,100,Prescott South Middle School,2018,All Students,801,12.6,10.5,2017
710,Putnam County School System,100,Prescott South Middle School,2018,Black/Hispanic/Native,143,13.3,10.7,2017
710,Putnam County School System,100,Prescott South Middle School,2018,Economically Disadvantaged,257,22.6,19.1,2017
710,Putnam County School System,100,Prescott South Middle School,2018,English Learners,0,*,*,
710,Putnam County School System,100,Prescott South Middle School,2018,Students with Disabilities,137,19.0,11.7,2017
710,Putnam County School System,110,Upperman Middle School,2018,All Students,783,12.8,9.5,2017
710,Putnam County School System,110,Upperman Middle School,2018,Black/Hispanic/Native,62,16.1,12.8,2017
710,Putnam County School System,110,Upperman Middle School,2018,Economically Disadvantaged,248,23.4,17.5,2017
710,Putnam County School System,110,Upperman Middle School,2018,English Learners,0,*,*,
710,Putnam County School System,110,Upperman Middle School,2018,Students with Disabilities,112,25.0,16.3,2017
720,Rhea County Schools,0,,2018,All Students,4144,9.3,15.1,2017
720,Rhea County Schools,0,,2018,Black/Hispanic/Native,478,9.4,12,2017
720,Rhea County Schools,0,,2018,Economically Disadvantaged,1889,14.6,21.2,2017
720,Rhea County Schools,0,,2018,English Learners,107,4.7,5.6,2017
720,Rhea County Schools,0,,2018,Students with Disabilities,536,14.7,15.9,2017
720,Rhea County Schools,10,Frazier Elementary,2018,All Students,348,5.7,6.8,2017
720,Rhea County Schools,10,Frazier Elementary,2018,Black/Hispanic/Native,0,*,*,
720,Rhea County Schools,10,Frazier Elementary,2018,Economically Disadvantaged,138,8.0,11,2017
720,Rhea County Schools,10,Frazier Elementary,2018,English Learners,,*,*,
720,Rhea County Schools,10,Frazier Elementary,2018,Students with Disabilities,54,9.3,9.1,2017
720,Rhea County Schools,20,Graysville Elementary School,2018,All Students,210,8.6,9.3,2017
720,Rhea County Schools,20,Graysville Elementary School,2018,Black/Hispanic/Native,0,*,*,
720,Rhea County Schools,20,Graysville Elementary School,2018,Economically Disadvantaged,128,13.3,13.1,2017
720,Rhea County Schools,20,Graysville Elementary School,2018,English Learners,0,*,*,
720,Rhea County Schools,20,Graysville Elementary School,2018,Students with Disabilities,38,13.2,*,
720,Rhea County Schools,32,Rhea County High School,2018,All Students,1494,14.9,24,2017
720,Rhea County Schools,32,Rhea County High School,2018,Black/Hispanic/Native,166,19.3,23.5,2017
720,Rhea County Schools,32,Rhea County High School,2018,Economically Disadvantaged,574,25.6,36.2,2017
720,Rhea County Schools,32,Rhea County High School,2018,English Learners,0,*,*,
720,Rhea County Schools,32,Rhea County High School,2018,Students with Disabilities,177,24.9,24.8,2017
720,Rhea County Schools,40,Spring City Elementary,2018,All Students,602,6.8,8.5,2017
720,Rhea County Schools,40,Spring City Elementary,2018,Black/Hispanic/Native,33,9.1,2.7,2017
720,Rhea County Schools,40,Spring City Elementary,2018,Economically Disadvantaged,301,10.0,11.4,2017
720,Rhea County Schools,40,Spring City Elementary,2018,English Learners,,*,*,
720,Rhea County Schools,40,Spring City Elementary,2018,Students with Disabilities,96,6.3,5.3,2017
720,Rhea County Schools,50,Spring City Middle School,2018,All Students,301,0,10.8,2017
720,Rhea County Schools,50,Spring City Middle School,2018,Black/Hispanic/Native,0,*,*,
720,Rhea County Schools,50,Spring City Middle School,2018,Economically Disadvantaged,124,0,17.6,2017
720,Rhea County Schools,50,Spring City Middle School,2018,English Learners,,*,*,
720,Rhea County Schools,50,Spring City Middle School,2018,Students with Disabilities,30,0,20,2017
